station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
M16,2011-04-25 20:15,-90.4105,32.3045,75.30,86.00,62.60,45.61,160.00,10.00,null,29.76,null,8.00,19.00,FEW,   ,   ,   ,6000.00,null,null,null,null,null,null,null,null,null,null,86.72,KM16 252015Z AUTO 16010G19KT 8SM FEW060 30/17 A2976 RMK AO2,null
UTA,2011-04-25 20:15,-90.3467,34.6811,59.00,78.80,64.40,61.36,170.00,14.00,null,29.71,null,10.00,21.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,80.56,KUTA 252015Z AUTO 17014G21KT 10SM CLR 26/18 A2971 RMK AO2 LTG DSNT W,null
DLP,2011-04-25 20:15,-89.5472,29.1214,0.00,82.40,73.40,74.28,150.00,11.00,null,29.89,null,9.00,null,FEW,   ,   ,   ,2700.00,null,null,null,null,null,null,null,null,null,null,88.26,KDLP 252015Z AUTO 15011KT 9SM FEW027 28/23 A2989 RMK A01,null
HEZ,2011-04-25 20:15,-91.2973,31.6137,83.00,84.20,62.60,48.32,170.00,11.00,null,29.75,null,10.00,24.00,SCT,   ,   ,   ,6500.00,null,null,null,null,null,null,null,null,null,null,85.03,KHEZ 252015Z AUTO 17011G24KT 10SM SCT065 29/17 A2975 RMK AO1,null
CKM,2011-04-25 20:15,-90.5123,34.2997,52.70,82.40,64.40,54.55,180.00,16.00,null,29.71,null,10.00,27.00,BKN,BKN,   ,   ,5000.00,10000.00,null,null,null,null,null,null,null,null,null,83.98,KCKM 252015Z AUTO 18016G27KT 10SM BKN050 BKN100 28/18 A2971 RMK AO1,null
1R7,2011-04-25 20:15,-90.4093,31.6058,149.00,84.20,60.80,45.34,160.00,14.00,null,29.81,null,8.00,22.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,84.43,K1R7 252015Z AUTO 16014G22KT 8SM CLR 29/16 A2981 RMK AO2,null
MIS,2011-04-25 20:15,-88.8420,29.2960,32.00,84.20,73.40,70.08,220.00,10.00,null,29.91,null,3.00,null,   ,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,90.94,KMIS 252015Z AUTO 22010KT 3SM HZ 29/23 A2991 RMK A01,null
PIB,2011-04-25 20:15,-89.3371,31.4671,91.00,84.20,62.60,48.32,180.00,17.00,null,29.84,null,10.00,24.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,85.03,KPIB 252015Z AUTO 18017G24KT 10SM CLR 29/17 A2984 RMK AO1,null
CRX,2011-04-25 20:35,-88.6035,34.9150,129.00,78.80,64.40,61.36,160.00,12.00,null,29.77,null,10.00,18.00,FEW,   ,   ,   ,3900.00,null,null,null,null,null,null,null,null,null,null,80.56,KCRX 252035Z AUTO 16012G18KT 10SM FEW039 26/18 A2977 RMK AO2,null
M16,2011-04-25 20:35,-90.4105,32.3045,75.30,84.20,62.60,48.32,190.00,13.00,null,29.74,null,10.00,24.00,FEW,   ,   ,   ,6000.00,null,null,null,null,null,null,null,null,null,null,85.03,KM16 252035Z AUTO 19013G24KT 10SM FEW060 29/17 A2974 RMK AO2,null
MYT,2011-04-25 20:35,-89.6150,28.2206,0.00,78.80,71.60,78.62,170.00,10.00,null,29.87,null,2.00,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,81.70,KMYT 252035Z AUTO 17010KT 2SM HZ CLR 26/22 A2987 RMK A01,null
HEZ,2011-04-25 20:35,-91.2973,31.6137,83.00,84.20,60.80,45.34,170.00,19.00,null,29.74,null,10.00,26.00,SCT,   ,   ,   ,6500.00,null,null,null,null,null,null,null,null,null,null,84.43,KHEZ 252035Z AUTO 17019G26KT 10SM SCT065 29/16 A2974 RMK AO1,null
DLP,2011-04-25 20:35,-89.5472,29.1214,0.00,82.40,73.40,74.28,140.00,10.00,null,29.87,null,8.00,16.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,88.26,KDLP 252035Z AUTO 14010G16KT 8SM CLR 28/23 A2987 RMK A01,null
PIB,2011-04-25 20:35,-89.3371,31.4671,91.00,84.20,62.60,48.32,170.00,19.00,null,29.83,null,10.00,29.00,SCT,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,85.03,KPIB 252035Z AUTO 17019G29KT 10SM SCT050 29/17 A2983 RMK AO1,null
MIS,2011-04-25 20:35,-88.8420,29.2960,32.00,87.80,71.60,58.78,230.00,13.00,null,29.90,null,4.00,null,   ,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,94.18,KMIS 252035Z AUTO 23013KT 4SM HZ 31/22 A2990 RMK A01,null
UTA,2011-04-25 20:35,-90.3467,34.6811,59.00,80.60,62.60,54.30,180.00,16.00,null,29.69,null,10.00,24.00,SCT,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,81.84,KUTA 252035Z AUTO 18016G24KT 10SM SCT050 27/17 A2969 RMK AO2,null
CKM,2011-04-25 20:35,-90.5123,34.2997,52.70,82.40,64.40,54.55,170.00,22.00,null,29.68,null,9.00,30.00,SCT,SCT,BKN,   ,5000.00,6000.00,10000.00,null,null,null,null,null,null,null,null,83.98,KCKM 252035Z AUTO 17022G30KT 9SM SCT050 SCT060 BKN100 28/18 A2968 RMK AO1,null
UOX,2011-04-25 20:35,-89.5368,34.3843,137.80,80.60,62.60,54.30,180.00,8.00,null,29.75,null,10.00,24.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,81.84,KUOX 252035Z AUTO 18008G24KT 10SM CLR 27/17 A2975 RMK AO2,null
1R7,2011-04-25 20:35,-90.4093,31.6058,149.00,84.20,62.60,48.32,150.00,14.00,null,29.79,null,8.00,25.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,85.03,K1R7 252035Z AUTO 15014G25KT 8SM CLR 29/17 A2979 RMK AO2,null
GTR,2011-04-25 20:45,-88.5914,33.4503,80.00,82.40,64.40,54.55,180.00,13.00,null,29.80,null,10.00,23.00,SCT,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,83.98,KGTR 252045Z 18013G23KT 10SM SCT050 28/18 A2980,null
GWO,2011-04-25 20:53,-90.0847,33.4943,47.00,84.00,62.00,47.68,180.00,22.00,null,29.72,1006.20,10.00,29.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,30.00,180.00,2011-04-25 20:10,84.68,KGWO 252053Z AUTO 18022G29KT 10SM CLR 29/17 A2972 RMK AO2 PK WND 18030/2010 SLP062 T02890167 56041,null
HKS,2011-04-25 20:53,-90.2225,32.3348,104.00,85.00,63.00,47.82,160.00,15.00,null,29.75,1006.40,10.00,29.00,FEW,   ,   ,   ,5500.00,null,null,null,null,null,null,null,29.00,160.00,2011-04-25 20:46,85.83,KHKS 252053Z 16015G29KT 10SM FEW055 29/17 A2975 RMK AO2 PK WND 16029/2046 SLP064 T02940172 56047,null
TUP,2011-04-25 20:53,-88.7711,34.2608,110.00,82.00,62.00,50.84,210.00,17.00,null,29.77,1007.60,10.00,26.00,FEW,   ,   ,   ,5000.00,null,null,null,null,null,null,null,26.00,220.00,2011-04-25 20:47,82.94,KTUP 252053Z AUTO 21017G26KT 10SM FEW050 28/17 A2977 RMK AO2 PK WND 22026/2047 SLP076 T02780167 57034,null
HBG,2011-04-25 20:53,-89.2529,31.2649,46.00,85.00,64.00,49.66,170.00,18.00,null,29.82,1009.60,10.00,24.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,27.00,160.00,2011-04-25 20:34,86.27,KHBG 252053Z AUTO 17018G24KT 10SM CLR 29/18 A2982 RMK AO2 PK WND 16027/2034 SLP096 T02940178 58035 TSNO,null
PQL,2011-04-25 20:53,-88.5319,30.4636,5.00,79.00,70.00,73.97,150.00,11.00,null,29.88,1011.90,10.00,20.00,SCT,BKN,BKN,   ,1900.00,2500.00,3300.00,null,null,null,null,null,null,null,null,81.69,KPQL 252053Z AUTO 15011G20KT 10SM SCT019 BKN025 BKN033 26/21 A2988 RMK AO2 SLP119 T02610211 58031,null
MCB,2011-04-25 20:53,-90.4700,31.1800,126.00,85.00,60.00,43.18,170.00,18.00,null,29.78,1007.80,10.00,30.00,BKN,   ,   ,   ,6000.00,null,null,null,null,null,null,null,30.00,160.00,2011-04-25 20:50,84.84,KMCB 252053Z AUTO 17018G30KT 10SM BKN060 29/16 A2978 RMK AO2 PK WND 16030/2050 SLP078 T02940156 56042,null
GLH,2011-04-25 20:53,-90.9856,33.4829,40.00,81.00,62.00,52.66,180.00,24.00,null,29.67,1005.30,10.00,31.00,FEW,   ,   ,   ,6000.00,null,null,null,null,null,null,null,36.00,180.00,2011-04-25 20:41,82.02,KGLH 252053Z AUTO 18024G31KT 10SM FEW060 27/17 A2967 RMK AO2 PK WND 18036/2041 SLP053 T02720167 56038,null
GPT,2011-04-25 20:53,-89.0701,30.4073,9.00,81.00,72.00,74.15,160.00,12.00,null,29.86,1011.10,10.00,19.00,BKN,BKN,   ,   ,1900.00,2700.00,null,null,null,null,null,null,null,null,null,85.27,KGPT 252053Z 16012G19KT 10SM BKN019 BKN027 27/22 A2986 RMK AO2 SLP111 60027 T02720222 58032,null
JAN,2011-04-25 20:54,-90.0800,32.3200,101.00,85.00,64.00,49.66,160.00,16.00,null,29.75,1006.90,10.00,25.00,SCT,BKN,   ,   ,6000.00,7500.00,null,null,null,null,null,null,null,null,null,86.27,KJAN 252054Z 16016G25KT 10SM SCT060 BKN075 29/18 A2975 RMK AO2 SLP069 T02940178 56046,null
M16,2011-04-25 20:55,-90.4105,32.3045,75.30,84.20,62.60,48.32,170.00,11.00,null,29.73,null,10.00,22.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,85.03,KM16 252055Z AUTO 17011G22KT 10SM CLR 29/17 A2973 RMK AO2,null
UOX,2011-04-25 20:55,-89.5368,34.3843,137.80,80.60,62.60,54.30,190.00,7.00,null,29.73,null,10.00,15.00,SCT,   ,   ,   ,4300.00,null,null,null,null,null,null,null,null,null,null,81.84,KUOX 252055Z AUTO 19007G15KT 020V020 10SM SCT043 27/17 A2973 RMK AO2,null
CKM,2011-04-25 20:55,-90.5123,34.2997,52.70,82.40,64.40,54.55,170.00,20.00,null,29.67,null,10.00,31.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,83.98,KCKM 252055Z AUTO 17020G31KT 10SM CLR 28/18 A2967 RMK AO1,null
CBM,2011-04-25 20:55,-88.4438,33.6438,67.00,83.30,64.22,52.65,160.00,14.00,null,29.79,1008.80,10.00,20.00,FEW,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,84.78,KCBM 252055Z AUTO 16014G20KT 10SM FEW050 29/18 A2979 RMK AO2 SLP088 T02850179 56039 $,null
BIX,2011-04-25 20:55,-88.9244,30.4104,10.00,82.22,73.00,73.81,170.00,15.00,null,29.87,1011.60,10.00,18.00,SCT,SCT,   ,   ,1500.00,2200.00,null,null,null,null,null,null,null,null,null,87.75,KBIX 252055Z 17015G18KT 10SM SCT015 SCT022 28/23 A2987 RMK AO2A SLP116 T02790228 58032,null
UTA,2011-04-25 20:55,-90.3467,34.6811,59.00,80.60,64.40,57.84,170.00,17.00,null,29.67,null,10.00,25.00,SCT,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,82.27,KUTA 252055Z AUTO 17017G25KT 10SM SCT050 27/18 A2967 RMK AO2,null
CRX,2011-04-25 20:55,-88.6035,34.9150,129.00,80.60,64.40,57.84,170.00,15.00,null,29.76,null,10.00,21.00,SCT,   ,   ,   ,3900.00,null,null,null,null,null,null,null,null,null,null,82.27,KCRX 252055Z AUTO 17015G21KT 10SM SCT039 27/18 A2976 RMK AO2,null
DLP,2011-04-25 20:55,-89.5472,29.1214,0.00,82.40,73.40,74.28,140.00,10.00,null,29.86,null,9.00,18.00,SCT,SCT,SCT,   ,1700.00,2200.00,2700.00,null,null,null,null,null,null,null,null,88.26,KDLP 252055Z AUTO 14010G18KT 9SM SCT017 SCT022 SCT027 28/23 A2986 RMK A01,null
MYT,2011-04-25 20:55,-89.6150,28.2206,0.00,78.80,71.60,78.62,170.00,10.00,null,29.86,null,2.00,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,81.70,KMYT 252055Z AUTO 17010KT 2SM HZ CLR 26/22 A2986 RMK A01,null
HEZ,2011-04-25 20:55,-91.2973,31.6137,83.00,84.20,62.60,48.32,160.00,16.00,null,29.73,null,10.00,24.00,BKN,   ,   ,   ,6500.00,null,null,null,null,null,null,null,null,null,null,85.03,KHEZ 252055Z AUTO 16016G24KT 10SM BKN065 29/17 A2973 RMK AO1 57047,null
1R7,2011-04-25 20:55,-90.4093,31.6058,149.00,84.20,60.80,45.34,150.00,19.00,null,29.78,null,8.00,25.00,FEW,   ,   ,   ,5500.00,null,null,null,null,null,null,null,null,null,null,84.43,K1R7 252055Z AUTO 15019G25KT 8SM FEW055 29/16 A2978 RMK AO2,null
OLV,2011-04-25 20:55,-89.7869,34.9787,122.50,78.80,68.00,69.52,180.00,13.00,null,29.70,null,8.00,null,SCT,BKN,BKN,   ,5000.00,7000.00,9500.00,null,null,null,null,null,null,null,null,81.10,KOLV 252055Z 18013KT 8SM SCT050 BKN070 BKN095 26/20 A2970,null
HSA,2011-04-25 20:55,-89.4546,30.3678,7.00,82.40,73.40,74.28,170.00,16.00,null,29.85,null,7.00,25.00,SCT,BKN,   ,   ,2500.00,3300.00,null,null,null,null,null,null,null,null,null,88.26,KHSA 252055Z 17016G25KT 7SM SCT025 BKN033 28/23 A2985,null
MIS,2011-04-25 20:55,-88.8420,29.2960,32.00,87.80,71.60,58.78,230.00,15.00,null,29.89,null,4.00,null,   ,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,94.18,KMIS 252055Z AUTO 23015KT 4SM HZ 31/22 A2989 RMK A01,null
PIB,2011-04-25 20:55,-89.3371,31.4671,91.00,84.20,62.60,48.32,170.00,19.00,null,29.83,null,10.00,25.00,SCT,BKN,   ,   ,5000.00,6000.00,null,null,null,null,null,null,null,null,null,85.03,KPIB 252055Z AUTO 17019G25KT 10SM SCT050 BKN060 29/17 A2983 RMK AO1 57037,null
NMM,2011-04-25 20:56,-88.5556,32.5521,97.00,85.00,61.00,44.59,0.00,6.00,null,29.81,1009.90,10.00,16.00,SCT,BKN,   ,   ,6000.00,25000.00,null,null,null,null,null,null,null,null,null,85.13,KNMM 252056Z VRB06G16KT 10SM SCT060 BKN250 29/16 A2981 RMK AO2 SLP099 T02940161 57043,null
MEI,2011-04-25 20:58,-88.7511,32.3347,94.00,85.00,63.00,47.82,170.00,13.00,null,29.79,1008.50,10.00,22.00,FEW,   ,   ,   ,6000.00,null,null,null,null,null,null,null,null,null,null,85.83,KMEI 252058Z 17013G22KT 10SM FEW060 29/17 A2979 RMK AO2 SLP085 T02940172 58045,null
HEZ,2011-04-25 21:15,-91.2973,31.6137,83.00,84.20,60.80,45.34,170.00,16.00,null,29.71,null,10.00,28.00,SCT,   ,   ,   ,6500.00,null,null,null,null,null,null,null,null,null,null,84.43,KHEZ 252115Z AUTO 17016G28KT 10SM SCT065 29/16 A2971 RMK AO1,null
PIB,2011-04-25 21:15,-89.3371,31.4671,91.00,82.40,62.60,51.21,180.00,15.00,null,29.82,null,10.00,25.00,FEW,FEW,   ,   ,4500.00,6000.00,null,null,null,null,null,null,null,null,null,83.41,KPIB 252115Z AUTO 18015G25KT 10SM FEW045 FEW060 28/17 A2982 RMK AO1,null
M16,2011-04-25 21:15,-90.4105,32.3045,75.30,84.20,62.60,48.32,160.00,15.00,null,29.72,null,9.00,23.00,FEW,FEW,   ,   ,6000.00,7000.00,null,null,null,null,null,null,null,null,null,85.03,KM16 252115Z AUTO 16015G23KT 9SM FEW060 FEW070 29/17 A2972 RMK AO2,null
CRX,2011-04-25 21:15,-88.6035,34.9150,129.00,78.80,62.60,57.60,170.00,19.00,null,29.75,null,10.00,23.00,FEW,   ,   ,   ,4200.00,null,null,null,null,null,null,null,null,null,null,80.31,KCRX 252115Z AUTO 17019G23KT 10SM FEW042 26/17 A2975 RMK AO2,null
MYT,2011-04-25 21:15,-89.6150,28.2206,0.00,78.80,71.60,78.62,170.00,11.00,null,29.85,null,2.00,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,81.70,KMYT 252115Z AUTO 17011KT 2SM HZ CLR 26/22 A2985 RMK A01,null
UTA,2011-04-25 21:15,-90.3467,34.6811,59.00,80.60,64.40,57.84,170.00,16.00,null,29.67,null,10.00,22.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,82.27,KUTA 252115Z AUTO 17016G22KT 10SM CLR 27/18 A2967 RMK AO2,null
1R7,2011-04-25 21:15,-90.4093,31.6058,149.00,86.00,60.80,42.80,170.00,13.00,null,29.78,null,8.00,21.00,FEW,   ,   ,   ,5500.00,null,null,null,null,null,null,null,null,null,null,86.05,K1R7 252115Z AUTO 17013G21KT 8SM FEW055 30/16 A2978 RMK AO2,null
MIS,2011-04-25 21:15,-88.8420,29.2960,32.00,87.80,71.60,58.78,230.00,14.00,null,29.88,null,4.00,null,   ,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,94.18,KMIS 252115Z AUTO 23014KT 4SM HZ 31/22 A2988 RMK A01,null
CKM,2011-04-25 21:15,-90.5123,34.2997,52.70,82.40,62.60,51.21,170.00,21.00,null,29.68,null,10.00,29.00,SCT,   ,   ,   ,6000.00,null,null,null,null,null,null,null,null,null,null,83.41,KCKM 252115Z AUTO 17021G29KT 10SM SCT060 28/17 A2968 RMK AO1,null
UOX,2011-04-25 21:15,-89.5368,34.3843,137.80,80.60,59.00,47.79,190.00,10.00,null,29.72,null,10.00,19.00,SCT,SCT,   ,   ,4700.00,5000.00,null,null,null,null,null,null,null,null,null,81.11,KUOX 252115Z AUTO 19010G19KT 020V020 10SM SCT047 SCT050 27/15 A2972 RMK AO2,null
DLP,2011-04-25 21:15,-89.5472,29.1214,0.00,82.40,73.40,74.28,150.00,11.00,null,29.85,null,9.00,17.00,SCT,BKN,BKN,   ,1700.00,2100.00,2800.00,null,null,null,null,null,null,null,null,88.26,KDLP 252115Z AUTO 15011G17KT 9SM SCT017 BKN021 BKN028 28/23 A2985 RMK A01,null
BIX,2011-04-25 21:18,-88.9244,30.4104,10.00,82.40,73.40,74.28,170.00,14.00,null,29.86,1011.40,10.00,21.00,BKN,   ,   ,   ,1500.00,null,null,null,null,null,null,null,null,null,null,88.26,KBIX 252118Z 17014G21KT 10SM BKN015 28/23 A2986 RMK AO2A CIG 013V019 SLP114,null
GPT,2011-04-25 21:32,-89.0701,30.4073,9.00,80.60,69.80,69.71,170.00,14.00,null,29.85,null,10.00,21.00,FEW,SCT,   ,   ,1800.00,2700.00,null,null,null,null,null,null,null,null,null,83.90,KGPT 252132Z 17014G21KT 10SM FEW018 SCT027 27/21 A2985 RMK AO2,null
CRX,2011-04-25 21:35,-88.6035,34.9150,129.00,80.60,62.60,54.30,160.00,17.00,null,29.73,null,10.00,21.00,FEW,   ,   ,   ,4400.00,null,null,null,null,null,null,null,null,null,null,81.84,KCRX 252135Z AUTO 16017G21KT 10SM FEW044 27/17 A2973 RMK AO2,null
CKM,2011-04-25 21:35,-90.5123,34.2997,52.70,82.40,62.60,51.21,170.00,20.00,null,29.66,null,10.00,27.00,SCT,   ,   ,   ,6000.00,null,null,null,null,null,null,null,null,null,null,83.41,KCKM 252135Z AUTO 17020G27KT 10SM SCT060 28/17 A2966 RMK AO1,null
MIS,2011-04-25 21:35,-88.8420,29.2960,32.00,87.80,71.60,58.78,230.00,16.00,null,29.86,null,3.00,null,   ,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,94.18,KMIS 252135Z AUTO 23016KT 3SM HZ 31/22 A2986 RMK A01,null
DLP,2011-04-25 21:35,-89.5472,29.1214,0.00,82.40,73.40,74.28,160.00,15.00,null,29.84,null,9.00,null,BKN,BKN,BKN,   ,1600.00,2000.00,3400.00,null,null,null,null,null,null,null,null,88.26,KDLP 252135Z AUTO 16015KT 9SM BKN016 BKN020 BKN034 28/23 A2984 RMK A01,null
HEZ,2011-04-25 21:35,-91.2973,31.6137,83.00,84.20,60.80,45.34,180.00,16.00,null,29.71,null,10.00,26.00,FEW,   ,   ,   ,6500.00,null,null,null,null,null,null,null,null,null,null,84.43,KHEZ 252135Z AUTO 18016G26KT 10SM FEW065 29/16 A2971 RMK AO1,null
M16,2011-04-25 21:35,-90.4105,32.3045,75.30,84.20,62.60,48.32,160.00,10.00,null,29.72,null,10.00,22.00,FEW,   ,   ,   ,6000.00,null,null,null,null,null,null,null,null,null,null,85.03,KM16 252135Z AUTO 16010G22KT 020V020 10SM FEW060 29/17 A2972 RMK AO2,null
UOX,2011-04-25 21:35,-89.5368,34.3843,137.80,80.60,59.00,47.79,170.00,6.00,null,29.72,null,10.00,25.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,81.11,KUOX 252135Z AUTO 17006G25KT 10SM CLR 27/15 A2972 RMK AO2,null
MYT,2011-04-25 21:35,-89.6150,28.2206,0.00,78.80,71.60,78.62,170.00,11.00,null,29.84,null,2.00,null,CLR,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,81.70,KMYT 252135Z AUTO 17011KT 2SM HZ CLR 26/22 A2984 RMK A01,null
UTA,2011-04-25 21:35,-90.3467,34.6811,59.00,78.80,64.40,61.36,170.00,16.00,null,29.66,null,10.00,24.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,80.56,KUTA 252135Z AUTO 17016G24KT 10SM CLR 26/18 A2966 RMK AO2,null
PIB,2011-04-25 21:35,-89.3371,31.4671,91.00,84.20,62.60,48.32,160.00,12.00,null,29.81,null,10.00,24.00,FEW,FEW,   ,   ,4500.00,8500.00,null,null,null,null,null,null,null,null,null,85.03,KPIB 252135Z AUTO 16012G24KT 10SM FEW045 FEW085 29/17 A2981 RMK AO1,null
GTR,2011-04-25 21:45,-88.5914,33.4503,80.00,82.40,64.40,54.55,170.00,17.00,null,29.77,null,10.00,24.00,SCT,   ,   ,   ,5000.00,null,null,null,null,null,null,null,null,null,null,83.98,KGTR 252145Z 17017G24KT 10SM SCT050 28/18 A2977,null
HKS,2011-04-25 21:53,-90.2225,32.3348,104.00,83.00,64.00,52.93,150.00,21.00,null,29.72,1005.60,10.00,27.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,29.00,170.00,2011-04-25 21:28,84.37,KHKS 252153Z 15021G27KT 10SM CLR 28/18 A2972 RMK AO2 PK WND 17029/2128 SLP056 T02830178,null
HBG,2011-04-25 21:53,-89.2529,31.2649,46.00,85.00,63.00,47.82,190.00,16.00,null,29.80,1008.90,10.00,26.00,SCT,   ,   ,   ,4600.00,null,null,null,null,null,null,null,30.00,150.00,2011-04-25 21:22,85.83,KHBG 252153Z AUTO 19016G26KT 10SM SCT046 29/17 A2980 RMK AO2 PK WND 15030/2122 SLP089 T02940172 TSNO,null
MCB,2011-04-25 21:53,-90.4700,31.1800,126.00,85.00,63.00,47.82,160.00,20.00,null,29.76,1007.20,10.00,29.00,SCT,   ,   ,   ,5000.00,null,null,null,null,null,null,null,30.00,160.00,2011-04-25 21:30,85.83,KMCB 252153Z AUTO 16020G29KT 10SM SCT050 29/17 A2976 RMK AO2 PK WND 16030/2130 SLP072 T02940172,null
TUP,2011-04-25 21:53,-88.7711,34.2608,110.00,82.00,62.00,50.84,200.00,11.00,null,29.73,1006.30,10.00,23.00,FEW,   ,   ,   ,5000.00,null,null,null,null,null,null,null,27.00,200.00,2011-04-25 21:30,82.94,KTUP 252153Z AUTO 20011G23KT 10SM FEW050 28/17 A2973 RMK AO2 PK WND 20027/2130 SLP063 T02780167,null
GLH,2011-04-25 21:53,-90.9856,33.4829,40.00,80.00,62.00,54.23,180.00,19.00,null,29.65,1004.40,10.00,29.00,FEW,   ,   ,   ,6500.00,null,null,null,null,null,null,null,31.00,180.00,2011-04-25 21:26,81.27,KGLH 252153Z AUTO 18019G29KT 10SM FEW065 27/17 A2965 RMK AO2 PK WND 18031/2126 SLP044 T02670167,null
GWO,2011-04-25 21:53,-90.0847,33.4943,47.00,83.00,62.00,49.37,180.00,18.00,null,29.68,1004.90,10.00,28.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,28.00,200.00,2011-04-25 21:50,83.72,KGWO 252153Z AUTO 18018G28KT 10SM CLR 28/17 A2968 RMK AO2 PK WND 20028/2150 SLP049 T02830167,null
PQL,2011-04-25 21:53,-88.5319,30.4636,5.00,79.00,70.00,73.97,160.00,12.00,null,29.86,1011.30,10.00,18.00,BKN,OVC,   ,   ,2100.00,2700.00,null,null,null,null,null,null,null,null,null,81.69,KPQL 252153Z AUTO 16012G18KT 10SM BKN021 OVC027 26/21 A2986 RMK AO2 SLP113 T02610211,null
GPT,2011-04-25 21:53,-89.0701,30.4073,9.00,80.00,71.00,74.07,170.00,12.00,null,29.84,1010.40,10.00,21.00,SCT,SCT,   ,   ,2000.00,2600.00,null,null,null,null,null,null,null,null,null,83.56,KGPT 252153Z 17012G21KT 10SM SCT020 SCT026 27/22 A2984 RMK AO2 SLP104 T02670217,null
JAN,2011-04-25 21:54,-90.0800,32.3200,101.00,83.00,63.00,50.97,160.00,16.00,null,29.73,1006.30,10.00,26.00,FEW,   ,   ,   ,7000.00,null,null,null,null,null,null,null,29.00,150.00,2011-04-25 21:16,84.00,KJAN 252154Z 16016G26KT 10SM FEW070 28/17 A2973 RMK AO2 PK WND 15029/2116 SLP063 T02830172,null
UOX,2011-04-25 21:55,-89.5368,34.3843,137.80,80.60,59.00,47.79,180.00,9.00,null,29.71,null,10.00,22.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,81.11,KUOX 252155Z AUTO 18009G22KT 10SM CLR 27/15 A2971 RMK AO2,null
UTA,2011-04-25 21:55,-90.3467,34.6811,59.00,80.60,64.40,57.84,170.00,14.00,null,29.64,null,10.00,21.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,82.27,KUTA 252155Z AUTO 17014G21KT 10SM CLR 27/18 A2964 RMK AO2,null
MIS,2011-04-25 21:55,-88.8420,29.2960,32.00,86.00,71.60,62.25,230.00,16.00,null,29.86,null,3.00,22.00,   ,   ,   ,   ,null,null,null,null,HZ,null,null,null,null,null,null,91.92,KMIS 252155Z AUTO 23016G22KT 3SM HZ 30/22 A2986 RMK A01,null
HEZ,2011-04-25 21:55,-91.2973,31.6137,83.00,84.20,60.80,45.34,190.00,13.00,null,29.72,null,10.00,24.00,CLR,   ,   ,   ,null,null,null,null,null,null,null,null,null,null,null,84.43,KHEZ 252155Z AUTO 19013G24KT 10SM CLR 29/16 A2972 RMK AO1,null
M16,2011-04-25 21:55,-90.4105,32.3045,75.30,84.20,64.40,51.47,150.00,11.00,null,29.72,null,10.00,21.00,FEW,SCT,   ,   ,6000.00,6500.00,null,null,null,null,null,null,null,null,null,85.71,KM16 252155Z AUTO 15011G21KT 10SM FEW060 SCT065 29/18 A2972 RMK AO2,null
CKM,2011-04-25 21:55,-90.5123,34.2997,52.70,82.40,62.60,51.21,160.00,14.00,null,29.64,null,10.00,27.00,SCT,BKN,   ,   ,6000.00,7000.00,null,null,null,null,null,null,null,null,null,83.41,KCKM 252155Z AUTO 16014G27KT 10SM SCT060 BKN070 28/17 A2964 RMK AO1,null
